produit_id,date,prevision,modele_utilise,intervalle_confiance_bas,intervalle_confiance_haut
P0140,2025-08-01,36.796195108575276,sarima,29.43695608686022,44.15543413029033
P0140,2025-09-01,38.52117116079063,sarima,30.816936928632504,46.22540539294875
P0140,2025-10-01,39.1415676028362,sarima,31.31325408226896,46.96988112340343
P0140,2025-11-01,39.364696349933,sarima,31.4917570799464,47.237635619919594
P0140,2025-12-01,39.44494574275162,sarima,31.555956594201298,47.33393489130194
P0140,2026-01-01,39.47380784649912,sarima,31.579046277199296,47.368569415798945
P0252,2025-08-01,2.866539028662722,sarima,2.2932312229301774,3.4398468343952664
P0252,2025-09-01,3.499216269329274,sarima,2.7993730154634195,4.199059523195129
P0252,2025-10-01,3.1785587436820624,sarima,2.5428469949456503,3.8142704924184745
P0252,2025-11-01,0.07840037769486008,sarima,0.06272030215588807,0.09408045323383209
P0252,2025-12-01,3.3850288071019103,sarima,2.7080230456815286,4.062034568522292
P0252,2026-01-01,2.369954111258414,sarima,1.8959632890067313,2.843944933510097
P0231,2025-08-01,0.0,obsolete,0.0,0.0
P0231,2025-09-01,0.0,obsolete,0.0,0.0
P0231,2025-10-01,0.0,obsolete,0.0,0.0
P0231,2025-11-01,0.0,obsolete,0.0,0.0
P0231,2025-12-01,0.0,obsolete,0.0,0.0
P0231,2026-01-01,0.0,obsolete,0.0,0.0
P0273,2025-08-01,0.0,obsolete,0.0,0.0
P0273,2025-09-01,0.0,obsolete,0.0,0.0
P0273,2025-10-01,0.0,obsolete,0.0,0.0
P0273,2025-11-01,0.0,obsolete,0.0,0.0
P0273,2025-12-01,0.0,obsolete,0.0,0.0
P0273,2026-01-01,0.0,obsolete,0.0,0.0
P0224,2025-08-01,2.1008589361064187,sarima,1.6806871488851352,2.5210307233277023
P0224,2025-09-01,2.3705568138841504,sarima,1.8964454511073203,2.8446681766609805
P0224,2025-10-01,2.3705568138841504,sarima,1.8964454511073203,2.8446681766609805
P0224,2025-11-01,2.3705568138841504,sarima,1.8964454511073203,2.8446681766609805
P0224,2025-12-01,2.3705568138841504,sarima,1.8964454511073203,2.8446681766609805
P0224,2026-01-01,2.3705568138841504,sarima,1.8964454511073203,2.8446681766609805
P0027,2025-08-01,0.0,obsolete,0.0,0.0
P0027,2025-09-01,0.0,obsolete,0.0,0.0
P0027,2025-10-01,0.0,obsolete,0.0,0.0
P0027,2025-11-01,0.0,obsolete,0.0,0.0
P0027,2025-12-01,0.0,obsolete,0.0,0.0
P0027,2026-01-01,0.0,obsolete,0.0,0.0
P0082,2025-08-01,0.0,obsolete,0.0,0.0
P0082,2025-09-01,0.0,obsolete,0.0,0.0
P0082,2025-10-01,0.0,obsolete,0.0,0.0
P0082,2025-11-01,0.0,obsolete,0.0,0.0
P0082,2025-12-01,0.0,obsolete,0.0,0.0
