produit_id,mois_offset,quantite_commandee_emp,commande_passee_emp,stock_final_emp,rupture_emp,demande_prevue,cout_achat
P0075,6,5,1,0.0,3.296262427355116,6.018764515954488,850.0
P0102,1,39,1,0.0,14.497816389888744,26.497816389888744,65.0
P0102,2,39,1,0.0,24.291436323378193,24.291436323378193,65.0
P0102,3,0,0,19.265923608822284,0.0,19.734076391177716,65.0
P0102,4,0,0,42.42756980768485,0.0,15.838353801137437,65.0
P0102,5,0,0,27.2549531185256,0.0,15.172616689159247,65.0
P0102,6,39,1,13.364007602500816,0.0,13.890945516024782,65.0
P0146,1,73,1,0.0,6.830853485394869,41.83085348539487,38.0
P0146,2,0,0,39.36713250356461,0.0,33.63286749643539,38.0
P0146,3,73,1,0.0,7.36561272054464,46.73274522410925,38.0
P0146,4,0,0,47.57625928611003,0.0,25.423740713889973,38.0
P0146,5,73,1,11.938973916968422,0.0,35.63728536914161,38.0
P0146,6,0,0,49.28030914205643,0.0,35.65866477491199,38.0
P0053,1,0,0,0.0,0.0,0.0,592.0
P0053,2,0,0,0.0,0.0,0.0,592.0
P0053,3,0,0,0.0,0.0,0.0,592.0
P0053,4,0,0,0.0,0.0,0.0,592.0
P0053,5,0,0,0.0,0.0,0.0,592.0
P0053,6,0,0,0.0,0.0,0.0,592.0
P0218,1,34,1,0.0,8.94023465695998,18.94023465695998,95.0
P0218,2,34,1,0.0,22.36107223609046,22.36107223609046,95.0
P0218,3,0,0,16.864345245934,0.0,17.135654754066,95.0
P0218,4,0,0,34.4801307809052,0.0,16.38421446502881,95.0
P0218,5,0,0,19.747811254263382,0.0,14.732319526641815,95.0
P0218,6,34,1,9.757377319592893,0.0,9.99043393467049,95.0
P0039,1,15,1,0.0,9.257739874054735,9.257739874054735,184.0
P0039,2,0,0,12.56329785228714,0.0,2.436702147712859,184.0
P0039,3,15,1,0.0,1.7056981203546133,14.268995972641754,184.0
P0039,4,0,0,8.355977187850442,0.0,6.644022812149557,184.0
P0039,5,15,1,5.885938088670228,0.0,2.470039099180214,184.0
P0039,6,0,0,11.661917687498843,0.0,9.224020401171387,184.0
P0184,1,31,1,0.0,7.828729803959842,16.828729803959842,96.0
P0184,2,31,1,14.984054113757168,0.0,16.015945886242832,96.0
P0184,3,0,0,29.95156536740011,0.0,16.032488746357057,96.0
P0184,4,0,0,18.540976722887198,0.0,11.410588644512913,96.0
P0184,5,31,1,5.348024385693346,0.0,13.192952337193852,96.0
P0184,6,0,0,19.33768188721477,0.0,17.01034249847858,96.0
P0030,1,0,0,0.0,0.0,0.0,130.0
P0030,2,0,0,0.0,0.0,0.0,130.0
P0030,3,0,0,0.0,0.0,0.0,130.0
P0030,4,0,0,0.0,0.0,0.0,130.0
P0030,5,0,0,0.0,0.0,0.0,130.0
P0030,6,0,0,0.0,0.0,0.0,130.0
P0099,1,53,1,0.0,13.184844081226565,23.184844081226565,57.0
P0099,2,53,1,0.0,30.197982074797707,30.197982074797707,57.0
P0099,3,0,0,34.16994498648232,0.0,18.830055013517683,57.0
P0099,4,0,0,52.55246447261811,0.0,34.61748051386421,57.0
